date;drug_name;price;pharmacy_id;region;temperature;season;promotion
2023-01-04;PIPERACILLINE MYLAN;0.0;pharma_14;Marrakech;11.7;winter;1
2023-01-04;GONAL-F 75 UI;286.3;pharma_6;Casablanca;11.7;winter;1
2023-01-04;FONGICAN 150 MG;36.0;pharma_2;Marrakech;11.7;winter;0
2023-01-04;ISTACYNE;22.0;pharma_20;Fes;11.7;winter;1
2023-01-04;ALPHA KADOL POMMADE;22.65;pharma_9;Marrakech;11.7;winter;1
2023-01-04;NORACIN;107.1;pharma_20;Fes;11.7;winter;0
2023-01-04;PIROCAM SOTHEMA 20 MG/ML;63.0;pharma_12;Fes;11.7;winter;0
2023-01-04;GENTAMICINE LLORENTE;119.8;pharma_17;Casablanca;11.7;winter;0
2023-01-04;CORDARONE;89.7;pharma_6;Casablanca;11.7;winter;1
2023-01-04;ANTISTAPH / PENISTAPH;89.9;pharma_19;Tanger;11.7;winter;0
2023-01-04;RISPERDAL;577.0;pharma_10;Marrakech;11.7;winter;0
2023-01-04;AVOSTAV;445.0;pharma_14;Marrakech;11.7;winter;1
2023-01-04;FENTANYL MYLAN;7.2;pharma_3;Fes;11.7;winter;0
2023-01-04;PUREGON;338.9;pharma_7;Tanger;11.7;winter;1
2023-01-04;JAVLOR 25MG/ML;0.0;pharma_13;Tanger;11.7;winter;1
2023-01-04;SERTRALINE GT 100 MG;181.4;pharma_11;Fes;11.7;winter;0
2023-01-04;LORCARD;25.0;pharma_14;Marrakech;11.7;winter;0
2023-01-04;OESTRODOSE;86.0;pharma_7;Tanger;11.7;winter;0
2023-01-05;LEXOMIL;42.8;pharma_12;Fes;11.7;winter;0
2023-01-05;BREXIN;59.3;pharma_3;Fes;11.7;winter;0
2023-01-05;LESCOL LP;211.0;pharma_5;Rabat;11.7;winter;0
2023-01-05;ALZOLE;55.0;pharma_13;Tanger;11.7;winter;1
2023-01-05;KIDROLASE;4428.0;pharma_3;Fes;11.7;winter;1
2023-01-05;ADEX;38.0;pharma_12;Fes;11.7;winter;0
2023-01-05;ASCABIOL;18.25;pharma_18;Casablanca;11.7;winter;1
2023-01-05;ELVORINE;52.0;pharma_8;Marrakech;11.7;winter;1
2023-01-05;HEMOPUR B1;107.7;pharma_10;Marrakech;11.7;winter;1
2023-01-05;INNOHEP 14 000 UI ANTI-XA/0,7 ML;378.1;pharma_3;Fes;11.7;winter;1
2023-01-05;FLUPEN 250 MG/5 ML;34.0;pharma_18;Casablanca;11.7;winter;1
2023-01-05;SINTROM;17.9;pharma_5;Rabat;11.7;winter;0
2023-01-05;RILUTEK 50MG;0.0;pharma_4;Casablanca;11.7;winter;1
2023-01-05;KALEST;42.0;pharma_19;Tanger;11.7;winter;0
2023-01-05;CURACNE;517.0;pharma_5;Rabat;11.7;winter;1
2023-01-05;EM 80 ACIDE;0.0;pharma_16;Casablanca;11.7;winter;1
2023-01-05;AZITHROMYCINE WIN 500 MG;60.0;pharma_3;Fes;11.7;winter;0
2023-01-05;ANGIMOLE 75 MG;36.6;pharma_2;Marrakech;11.7;winter;1
2023-01-05;SURGESTONE;113.3;pharma_9;Marrakech;11.7;winter;1
2023-01-05;CEFTRIAXONE MYLAN 1G/10ML;114.3;pharma_1;Casablanca;11.7;winter;0
2023-01-05;MEDIZAPIN;527.0;pharma_10;Marrakech;11.7;winter;1
2023-01-05;FONGICAN 50 MG;28.5;pharma_3;Fes;11.7;winter;1
2023-01-05;BUTAMYL;21.4;pharma_13;Tanger;11.7;winter;0
2023-01-05;ADIZEM;175.0;pharma_9;Marrakech;11.7;winter;1
2023-01-05;VASCOR LM;103.0;pharma_16;Casablanca;11.7;winter;1
2023-01-05;TELEBRIX 30 MEGLUMINE;67.2;pharma_15;Casablanca;11.7;winter;1
2023-01-05;TENOCAN;83.1;pharma_2;Marrakech;11.7;winter;0
2023-01-05;DIDRONEL;255.18;pharma_6;Casablanca;11.7;winter;1
2023-01-05;GIROFLOX;231.0;pharma_8;Marrakech;11.7;winter;0
2023-01-05;MEDROL;35.1;pharma_4;Casablanca;11.7;winter;1
2023-01-05;SALAZOPYRIN;141.7;pharma_16;Casablanca;11.7;winter;1
2023-01-05;LIDOCAINE 2% VISQUEUSE LAPROPHAN;33.6;pharma_14;Marrakech;11.7;winter;1
2023-01-05;NOVANTRONE;4948.7;pharma_4;Casablanca;11.7;winter;1
2023-01-05;SAGADREPS 20 MG ARÔME ORANGE;34.0;pharma_10;Marrakech;11.7;winter;0
2023-01-05;NOPOROSE 35 MG;194.6;pharma_7;Tanger;11.7;winter;0
2023-01-05;SUPPOSEDAL PARACETAMOL ENFANT;20.0;pharma_18;Casablanca;11.7;winter;1
2023-01-05;FEBREX SANS SUCRE ADULTE;20.0;pharma_18;Casablanca;11.7;winter;0
2023-01-05;TARGOCID;288.0;pharma_13;Tanger;11.7;winter;1
2023-01-05;DIANE 35;52.1;pharma_18;Casablanca;11.7;winter;1
2023-01-05;FLOGENCYL;43.2;pharma_16;Casablanca;11.7;winter;1
2023-01-05;APROVEL;119.9;pharma_9;Marrakech;11.7;winter;0
2023-01-05;SERTRALINE GT 100 MG;181.4;pharma_10;Marrakech;11.7;winter;1
2023-01-05;DIFENAC;36.4;pharma_5;Rabat;11.7;winter;1
2023-01-05;VIRAFERON PEG;0.0;pharma_4;Casablanca;11.7;winter;0
2023-01-05;FLUCONAZOLE GT;143.0;pharma_11;Fes;11.7;winter;1
2023-01-05;RINOCLENIL 100 MCG;135.0;pharma_4;Casablanca;11.7;winter;0
2023-01-05;DOCEWIN 80 MG/2 ML;2467.0;pharma_19;Tanger;11.7;winter;0
2023-01-05;TEMODAL;840.0;pharma_12;Fes;11.7;winter;0
2023-01-05;CACIT;36.0;pharma_5;Rabat;11.7;winter;1
2023-01-05;FLUCAZOL;78.0;pharma_20;Fes;11.7;winter;0
2023-01-06;GLUCOR;92.0;pharma_20;Fes;8.3;winter;1
2023-01-06;ORELOX;81.0;pharma_9;Marrakech;8.3;winter;0
2023-01-06;TEGUMA;199.0;pharma_12;Fes;8.3;winter;1
2023-01-06;VITAMINE C;14.8;pharma_5;Rabat;8.3;winter;0
2023-01-06;ASPEGIC;18.0;pharma_3;Fes;8.3;winter;1
2023-01-06;IBUPHIL;37.0;pharma_12;Fes;8.3;winter;1
2023-01-06;DICLO PHARMA 5;15.0;pharma_14;Marrakech;8.3;winter;0
2023-01-06;COVERSYL;145.9;pharma_3;Fes;8.3;winter;1
2023-01-06;CEZIN;11.0;pharma_20;Fes;8.3;winter;1
2023-01-06;PRAVATOR;99.1;pharma_8;Marrakech;8.3;winter;0
2023-01-06;SOCLAV ENFANT;58.9;pharma_5;Rabat;8.3;winter;1
2023-01-06;FORTOVASE;0.0;pharma_14;Marrakech;8.3;winter;0
2023-01-06;LANZOR;211.0;pharma_11;Fes;8.3;winter;0
2023-01-06;MAZAX 100 MG;48.0;pharma_18;Casablanca;8.3;winter;1
2023-01-06;ANTARENE;33.0;pharma_6;Casablanca;8.3;winter;0
2023-01-06;LEXOMIL;42.8;pharma_1;Casablanca;8.3;winter;1
2023-01-06;AVLOCARDYL;41.8;pharma_2;Marrakech;8.3;winter;1
2023-01-06;BIPERIDYS 20MG;66.0;pharma_9;Marrakech;8.3;winter;0
2023-01-06;LAMIVIR;45.4;pharma_15;Casablanca;8.3;winter;0
2023-01-06;CLAVAM;63.25;pharma_9;Marrakech;8.3;winter;0
2023-01-06;FONZYLANE;98.3;pharma_12;Fes;8.3;winter;0
2023-01-06;PULVO 47 NEO;66.0;pharma_2;Marrakech;8.3;winter;1
2023-01-06;MEZOR 40 MG;216.0;pharma_4;Casablanca;8.3;winter;0
2023-01-06;BIOMOX;33.6;pharma_2;Marrakech;8.3;winter;0
2023-01-06;QUINOLOX MONOPRISE;39.0;pharma_7;Tanger;8.3;winter;1
2023-01-06;PARFENAC 5%;19.45;pharma_5;Rabat;8.3;winter;1
2023-01-06;IMATEC;3800.0;pharma_15;Casablanca;8.3;winter;0
2023-01-06;SURGESTONE;113.3;pharma_12;Fes;8.3;winter;0
2023-01-06;DIFAL;15.9;pharma_14;Marrakech;8.3;winter;0
2023-01-06;TERLOMEXIN;52.0;pharma_11;Fes;8.3;winter;0
2023-01-06;LOSARTAN GT;86.0;pharma_4;Casablanca;8.3;winter;1
2023-01-06;CARTEOL LP;84.9;pharma_12;Fes;8.3;winter;1
2023-01-06;DUXIL;121.6;pharma_12;Fes;8.3;winter;0
2023-01-06;RELAXOL;53.1;pharma_18;Casablanca;8.3;winter;1
2023-01-06;LANTUS OPTISET;152.5;pharma_6;Casablanca;8.3;winter;1
2023-01-06;PENICILLINE G 1 MEG;60.2;pharma_11;Fes;8.3;winter;1
2023-01-06;ZOCOR;232.0;pharma_4;Casablanca;8.3;winter;0
2023-01-06;NORMATENS 50MG;26.0;pharma_4;Casablanca;8.3;winter;1
2023-01-06;MADECASSOL;13.85;pharma_19;Tanger;8.3;winter;1
2023-01-06;CHLORURE DE SODIUM LAPROPHAN;33.0;pharma_15;Casablanca;8.3;winter;0
2023-01-06;ARIXTRA 10 MG/0.8 ML;400.0;pharma_4;Casablanca;8.3;winter;0
2023-01-06;MYCOFLU;30.0;pharma_20;Fes;8.3;winter;0
2023-01-06;MYNAZOL;87.0;pharma_7;Tanger;8.3;winter;1
2023-01-06;AULIN;66.3;pharma_7;Tanger;8.3;winter;0
2023-01-06;SPASFON LYOC;23.0;pharma_14;Marrakech;8.3;winter;0
2023-01-06;ALKERAN 2 MG;100.4;pharma_12;Fes;8.3;winter;1
2023-01-06;SOMATOSTATINE;417.0;pharma_20;Fes;8.3;winter;0
2023-01-06;ANZATAX;2476.0;pharma_6;Casablanca;8.3;winter;1
2023-01-06;PONSTYL;30.5;pharma_12;Fes;8.3;winter;0
2023-01-06;COVERAM 10MG/5MG;325.0;pharma_7;Tanger;8.3;winter;0
2023-01-07;TIAGAM;27.0;pharma_6;Casablanca;11.9;winter;1
2023-01-07;GIROFLOX;90.0;pharma_4;Casablanca;11.9;winter;1
2023-01-07;KEPPRA;2266.0;pharma_1;Casablanca;11.9;winter;1
2023-01-07;LANPROL;80.0;pharma_17;Casablanca;11.9;winter;1
2023-01-07;PERNABOL;13.55;pharma_9;Marrakech;11.9;winter;1
2023-01-07;LOCERYL;430.9;pharma_15;Casablanca;11.9;winter;0
2023-01-07;ENDOXAN 500 MG;56.1;pharma_13;Tanger;11.9;winter;0
2023-01-07;CALCIBRONAT;26.4;pharma_9;Marrakech;11.9;winter;0
2023-01-07;SPASFON;27.5;pharma_19;Tanger;11.9;winter;1
2023-01-07;AVELOX;308.0;pharma_19;Tanger;11.9;winter;1
2023-01-07;SYNFLORIX;531.0;pharma_8;Marrakech;11.9;winter;0
2023-01-07;ROXAM;30.0;pharma_8;Marrakech;11.9;winter;1
2023-01-07;FLUOCARIL BF 250;12.4;pharma_3;Fes;11.9;winter;0
2023-01-07;SEDATIF PC;45.5;pharma_8;Marrakech;11.9;winter;0
2023-01-07;TRIAXON 500 MG I.V.;80.6;pharma_14;Marrakech;11.9;winter;0
2023-01-07;ARES;68.0;pharma_15;Casablanca;11.9;winter;1
2023-01-07;NORDAZ 15 MG;29.1;pharma_18;Casablanca;11.9;winter;1
2023-01-07;ROCEPHIN IV;58.8;pharma_6;Casablanca;11.9;winter;1
2023-01-07;PARAPLATINE;835.3;pharma_6;Casablanca;11.9;winter;0
2023-01-07;MANNITOL 20% LAPROPHAN;324.3;pharma_4;Casablanca;11.9;winter;1
2023-01-07;BOLINAN;32.0;pharma_3;Fes;11.9;winter;1
2023-01-07;JANUVIA;393.0;pharma_6;Casablanca;11.9;winter;0
2023-01-07;CHLORTETRACYCLINE LAPROPHAN;8.4;pharma_2;Marrakech;11.9;winter;1
2023-01-07;ACNO 10 MG;288.0;pharma_6;Casablanca;11.9;winter;0
2023-01-07;DISPAMOX;34.6;pharma_10;Marrakech;11.9;winter;0
2023-01-07;GALVUS 50 MG;392.0;pharma_10;Marrakech;11.9;winter;0
2023-01-07;DIURIMAT;52.0;pharma_20;Fes;11.9;winter;0
2023-01-07;LIPISTAT;232.0;pharma_9;Marrakech;11.9;winter;0
2023-01-07;TIMO-COMOD;103.0;pharma_1;Casablanca;11.9;winter;1
2023-01-07;NOVONORM;50.2;pharma_10;Marrakech;11.9;winter;1
2023-01-07;TRICEF IM;112.0;pharma_20;Fes;11.9;winter;0
2023-01-07;NURODOL;19.0;pharma_9;Marrakech;11.9;winter;0
2023-01-07;CLIACIL;68.5;pharma_14;Marrakech;11.9;winter;1
2023-01-07;ETOPOSIDE COOPER;0.0;pharma_6;Casablanca;11.9;winter;1
2023-01-07;MEGASFON;22.8;pharma_14;Marrakech;11.9;winter;1
2023-01-07;GENTAGAM 80;12.7;pharma_9;Marrakech;11.9;winter;1
