date;drug_name;price;pharmacy_id;region;temperature;season
01/01/2023;GLIMEWIN;84.0;pharma_6;Marrakech;16.3;winter
01/01/2023;EXFORGE 5 MG/80 MG;156.2;pharma_2;Rabat;16.3;winter
01/01/2023;DIAMOX;19.0;pharma_8;Tanger;16.3;winter
01/01/2023;RIACEN;41.15;pharma_8;Tanger;16.3;winter
01/01/2023;DISPAMOX;25.4;pharma_4;Casablanca;16.3;winter
01/01/2023;OEDES;55.0;pharma_7;Marrakech;16.3;winter
01/01/2023;ZADITEN;67.7;pharma_12;Fes;16.3;winter
01/01/2023;AXIMYCINE;72.7;pharma_19;Fes;16.3;winter
01/01/2023;MEGASFON;22.8;pharma_18;Casablanca;16.3;winter
01/01/2023;EFICAL;29.0;pharma_2;Rabat;16.3;winter
01/01/2023;RELPAX;96.7;pharma_10;Marrakech;16.3;winter
01/01/2023;BRONCHOKOD;42.6;pharma_2;Rabat;16.3;winter
01/01/2023;MAZAX 200 MG / 5 ML;61.0;pharma_12;Fes;16.3;winter
01/01/2023;BI-ORAGIN 1.5 MUI/250 MG;65.2;pharma_8;Tanger;16.3;winter
01/01/2023;SOCLAV;93.0;pharma_3;Marrakech;16.3;winter
01/01/2023;TIAGAM;36.0;pharma_16;Marrakech;16.3;winter
01/01/2023;TUSSIPHAN;14.8;pharma_5;Tanger;16.3;winter
01/01/2023;XYZALL;88.0;pharma_10;Marrakech;16.3;winter
01/01/2023;TIMO-COMOD;100.0;pharma_2;Rabat;16.3;winter
01/01/2023;LOVENOX;455.0;pharma_2;Rabat;16.3;winter
01/01/2023;METHYLPREDNISOLONE MYLAN;285.0;pharma_1;Casablanca;16.3;winter
01/01/2023;COQUELUSEDAL PARACETAMOL AD;24.4;pharma_17;Fes;16.3;winter
01/01/2023;TICLID;135.4;pharma_4;Casablanca;16.3;winter
01/01/2023;XANTHIUM LP;51.5;pharma_9;Fes;16.3;winter
01/01/2023;COLLUXID;15.5;pharma_1;Casablanca;16.3;winter
02/01/2023;BREXIN;100.4;pharma_19;Fes;12.8;winter
02/01/2023;AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN;481.0;pharma_17;Fes;12.8;winter
02/01/2023;NO-DOL CODEINE 500MG/30MG;28.0;pharma_7;Marrakech;12.8;winter
02/01/2023;ESAC 40MG;226.6;pharma_11;Marrakech;12.8;winter
02/01/2023;DIPROLENE 0.05%;23.9;pharma_16;Marrakech;12.8;winter
02/01/2023;METFORMINE WIN 1000 MG;19.9;pharma_20;Casablanca;12.8;winter
02/01/2023;OSPEN;34.0;pharma_14;Tanger;12.8;winter
02/01/2023;ISTACYNE 200 MG;33.0;pharma_9;Fes;12.8;winter
02/01/2023;FLEXEN IM;56.6;pharma_20;Casablanca;12.8;winter
02/01/2023;GLYCAN 850 RETARD;21.4;pharma_2;Rabat;12.8;winter
02/01/2023;ARIXTRA 7.5 MG/0.6 ML;400.0;pharma_12;Fes;12.8;winter
02/01/2023;EUCARBON;32.0;pharma_5;Tanger;12.8;winter
02/01/2023;NOPOROSE 35 MG;497.0;pharma_16;Marrakech;12.8;winter
02/01/2023;LIPISTAT;130.0;pharma_5;Tanger;12.8;winter
02/01/2023;FEMARA;1021.0;pharma_19;Fes;12.8;winter
02/01/2023;TERIX 250 MG;82.0;pharma_14;Tanger;12.8;winter
02/01/2023;VINCRISTINE COOPER;306.0;pharma_19;Fes;12.8;winter
02/01/2023;CARDURA;200.2;pharma_6;Marrakech;12.8;winter
02/01/2023;VIRECTIL 100 MG;247.0;pharma_18;Casablanca;12.8;winter
02/01/2023;EUPANTOL 40 MG;198.0;pharma_4;Casablanca;12.8;winter
02/01/2023;FLOTRAL;159.3;pharma_12;Fes;12.8;winter
02/01/2023;CHEMOSET;39.0;pharma_11;Marrakech;12.8;winter
02/01/2023;PHARMADIPINE;35.9;pharma_4;Casablanca;12.8;winter
02/01/2023;NEORAL;0.0;pharma_2;Rabat;12.8;winter
02/01/2023;MOPRAL;592.4;pharma_6;Marrakech;12.8;winter
02/01/2023;DIARIT SACHETS;12.3;pharma_14;Tanger;12.8;winter
02/01/2023;ATACAND;194.6;pharma_19;Fes;12.8;winter
02/01/2023;CETAMYL;11.2;pharma_7;Marrakech;12.8;winter
02/01/2023;ALGANTIL;14.9;pharma_19;Fes;12.8;winter
02/01/2023;SEPTAZIDE;37.8;pharma_15;Rabat;12.8;winter
02/01/2023;CLAFORAN;28.6;pharma_12;Fes;12.8;winter
02/01/2023;DOGMATIL;32.9;pharma_1;Casablanca;12.8;winter
02/01/2023;INNOHEP 14 000 UI ANTI-XA/0,7 ML;378.1;pharma_8;Tanger;12.8;winter
02/01/2023;YRANOL EUGENOL;160.0;pharma_10;Marrakech;12.8;winter
02/01/2023;PRASTENOR 20MG;147.4;pharma_15;Rabat;12.8;winter
02/01/2023;ZOTROL;25.0;pharma_8;Tanger;12.8;winter
02/01/2023;GEPRID;270.0;pharma_12;Fes;12.8;winter
02/01/2023;NAPROXENE PHARMA FORT;51.2;pharma_8;Tanger;12.8;winter
02/01/2023;YRANICID ARSENICAL PATE;250.0;pharma_13;Fes;12.8;winter
02/01/2023;GLYAZID;29.7;pharma_11;Marrakech;12.8;winter
02/01/2023;LOSARTAN GT;60.0;pharma_13;Fes;12.8;winter
02/01/2023;DUPHALAC;49.35;pharma_6;Marrakech;12.8;winter
02/01/2023;MAXILASE;44.0;pharma_17;Fes;12.8;winter
02/01/2023;MERCRYL;38.6;pharma_14;Tanger;12.8;winter
02/01/2023;TEGUMA;70.0;pharma_20;Casablanca;12.8;winter
02/01/2023;MYCOFLU;30.0;pharma_12;Fes;12.8;winter
02/01/2023;OROTREX;188.0;pharma_13;Fes;12.8;winter
02/01/2023;ODIA;84.0;pharma_4;Casablanca;12.8;winter
02/01/2023;FLUDEX LP;68.9;pharma_12;Fes;12.8;winter
02/01/2023;HOMEOPLASMINE;30.0;pharma_1;Casablanca;12.8;winter
03/01/2023;ZECLAR;171.65;pharma_2;Rabat;17.5;winter
03/01/2023;APAZIDE;19.7;pharma_7;Marrakech;17.5;winter
03/01/2023;AZOLE;21.3;pharma_6;Marrakech;17.5;winter
03/01/2023;EUSAPRIM FORT;28.7;pharma_10;Marrakech;17.5;winter
03/01/2023;RANITIL;103.6;pharma_12;Fes;17.5;winter
03/01/2023;MEDIBRONC ENFANT;16.4;pharma_12;Fes;17.5;winter
03/01/2023;NAPROGEL;44.2;pharma_3;Marrakech;17.5;winter
03/01/2023;TOTAPEN;9.3;pharma_18;Casablanca;17.5;winter
03/01/2023;MAZAX 200 MG / 5 ML;61.0;pharma_20;Casablanca;17.5;winter
03/01/2023;BICARBONATE EM 39;73.6;pharma_12;Fes;17.5;winter
03/01/2023;GYNO-PEVARYL;70.3;pharma_17;Fes;17.5;winter
03/01/2023;COLIMYCINE;48.0;pharma_3;Marrakech;17.5;winter
03/01/2023;RIFOREIL;20.4;pharma_14;Tanger;17.5;winter
03/01/2023;LIPISTAT;232.0;pharma_2;Rabat;17.5;winter
03/01/2023;PRILVAS;124.1;pharma_13;Fes;17.5;winter
03/01/2023;ZIDIME 2G;184.7;pharma_10;Marrakech;17.5;winter
03/01/2023;DETENSIEL;72.0;pharma_10;Marrakech;17.5;winter
03/01/2023;METEOSPASMYL;40.4;pharma_17;Fes;17.5;winter
03/01/2023;CEZIN;11.0;pharma_11;Marrakech;17.5;winter
03/01/2023;ACNO 30 MG;660.0;pharma_8;Tanger;17.5;winter
03/01/2023;CALCINIB;98.9;pharma_14;Tanger;17.5;winter
03/01/2023;CHLORURE DE SODIUM LAPROPHAN;50.8;pharma_1;Casablanca;17.5;winter
03/01/2023;AUGMENTIN;126.3;pharma_9;Fes;17.5;winter
03/01/2023;LEVOTHYROX;13.4;pharma_16;Marrakech;17.5;winter
03/01/2023;PROTON;98.0;pharma_16;Marrakech;17.5;winter
03/01/2023;ZYLORIC;31.3;pharma_17;Fes;17.5;winter
03/01/2023;ANDROCUR;201.0;pharma_9;Fes;17.5;winter
03/01/2023;MARVIL;160.0;pharma_19;Fes;17.5;winter
03/01/2023;VALIUM;21.4;pharma_4;Casablanca;17.5;winter
03/01/2023;VALIUM;28.6;pharma_17;Fes;17.5;winter
03/01/2023;AUGMENTIN;44.2;pharma_2;Rabat;17.5;winter
03/01/2023;PRAVATOR;99.1;pharma_2;Rabat;17.5;winter
03/01/2023;HAEMACCEL;71.0;pharma_15;Rabat;17.5;winter
03/01/2023;NOVEX;192.6;pharma_18;Casablanca;17.5;winter
03/01/2023;INNOHEP 10 000 UI ANTI-XA/0,5 ML;267.0;pharma_11;Marrakech;17.5;winter
03/01/2023;AMOXICILLINE LLORENTE;84.0;pharma_11;Marrakech;17.5;winter
03/01/2023;MYFORTIC 180 MG;0.0;pharma_1;Casablanca;17.5;winter
03/01/2023;DEXAMETHASONE MYLAN;272.0;pharma_2;Rabat;17.5;winter
03/01/2023;MACROCID;82.9;pharma_11;Marrakech;17.5;winter
03/01/2023;TIMO-COMOD;100.0;pharma_17;Fes;17.5;winter
03/01/2023;PENTASA;256.0;pharma_20;Casablanca;17.5;winter
03/01/2023;ENALAPRIL /HCTZ GT;47.6;pharma_12;Fes;17.5;winter
03/01/2023;TERFINE 250 MG PROMOPHARM;111.0;pharma_18;Casablanca;17.5;winter
03/01/2023;STARZOL;26.5;pharma_16;Marrakech;17.5;winter
03/01/2023;LOMET;25.0;pharma_2;Rabat;17.5;winter
03/01/2023;HUMALOG KWIK PEN;111.0;pharma_15;Rabat;17.5;winter
03/01/2023;DI-INDO 50 MG;53.0;pharma_15;Rabat;17.5;winter
03/01/2023;PROGRAF;2000.0;pharma_14;Tanger;17.5;winter
03/01/2023;ORUVAIL;75.0;pharma_9;Fes;17.5;winter
03/01/2023;SODRIX 2.5MG;36.0;pharma_3;Marrakech;17.5;winter
04/01/2023;VOMISTOP 10 MG;9.0;pharma_16;Marrakech;14.7;winter
04/01/2023;TRIMOX;21.5;pharma_9;Fes;14.7;winter
04/01/2023;TOTIFEN;58.25;pharma_11;Marrakech;14.7;winter
04/01/2023;TEMODAL;219.0;pharma_20;Casablanca;14.7;winter
04/01/2023;STRATTERA 40 MG;1066.3;pharma_14;Tanger;14.7;winter
04/01/2023;AMIKLIN;183.7;pharma_18;Casablanca;14.7;winter
04/01/2023;METHOTREXATE BELLON (H);2465.6;pharma_16;Marrakech;14.7;winter
04/01/2023;STATICOL;100.0;pharma_11;Marrakech;14.7;winter
04/01/2023;CARBOPLATINE AGUETTANT 450 MG;2713.0;pharma_19;Fes;14.7;winter
04/01/2023;GLIMEWIN;40.0;pharma_2;Rabat;14.7;winter
04/01/2023;ALFATIL LP;234.0;pharma_3;Marrakech;14.7;winter
04/01/2023;VALIUM;21.4;pharma_4;Casablanca;14.7;winter
04/01/2023;PACLITAXEL MYLAN PHARMA 30 MG/5ML;430.0;pharma_18;Casablanca;14.7;winter
04/01/2023;SODIUM CHLORURE PROMOPHARM;0.0;pharma_6;Marrakech;14.7;winter
04/01/2023;LORCARD;90.0;pharma_12;Fes;14.7;winter
04/01/2023;ACIDE SLF283;144.0;pharma_3;Marrakech;14.7;winter
04/01/2023;PEVARYL;50.9;pharma_17;Fes;14.7;winter
04/01/2023;TERBINAFINE GT;142.0;pharma_18;Casablanca;14.7;winter
04/01/2023;SULPIDAL;29.5;pharma_11;Marrakech;14.7;winter
04/01/2023;ZOLAM;38.0;pharma_12;Fes;14.7;winter
04/01/2023;NUPENTIN;99.2;pharma_5;Tanger;14.7;winter
04/01/2023;CURAM;119.05;pharma_16;Marrakech;14.7;winter
04/01/2023;PARANTAL;20.5;pharma_9;Fes;14.7;winter
04/01/2023;METHOTREXATE BIODIM;47.1;pharma_11;Marrakech;14.7;winter
04/01/2023;DOPAMINE PIERRE FABRE;733.0;pharma_5;Tanger;14.7;winter
04/01/2023;FLAMMAZINE;66.8;pharma_10;Marrakech;14.7;winter
04/01/2023;WELLBUTRIN XR 300 MG;117.9;pharma_11;Marrakech;14.7;winter
04/01/2023;GENTAGAM 160;92.8;pharma_1;Casablanca;14.7;winter
04/01/2023;MYNAZOL;87.0;pharma_3;Marrakech;14.7;winter
04/01/2023;DISGREN;164.0;pharma_19;Fes;14.7;winter
04/01/2023;MOSCONTIN;209.0;pharma_6;Marrakech;14.7;winter
04/01/2023;ROFERON-A;0.0;pharma_13;Fes;14.7;winter
04/01/2023;VERASKIN;39.8;pharma_1;Casablanca;14.7;winter
04/01/2023;LOPRIL;101.8;pharma_14;Tanger;14.7;winter
04/01/2023;PARANTAL 3%;17.5;pharma_5;Tanger;14.7;winter
04/01/2023;SPIRIVA;571.0;pharma_3;Marrakech;14.7;winter
04/01/2023;SERETIDE;199.0;pharma_20;Casablanca;14.7;winter
04/01/2023;PREDNISOLONE WIN;35.5;pharma_18;Casablanca;14.7;winter
04/01/2023;GEPRID;84.0;pharma_14;Tanger;14.7;winter
04/01/2023;OSCILLOCCINUM;71.5;pharma_20;Casablanca;14.7;winter
04/01/2023;VIAGRA;144.5;pharma_2;Rabat;14.7;winter
04/01/2023;MUCOSTEINE;37.2;pharma_18;Casablanca;14.7;winter
04/01/2023;ERY 500 MG;90.5;pharma_7;Marrakech;14.7;winter
04/01/2023;TOTIFEN;57.1;pharma_18;Casablanca;14.7;winter
04/01/2023;SEPCEN 500 MG;210.0;pharma_14;Tanger;14.7;winter
04/01/2023;DERMOFIX;86.7;pharma_14;Tanger;14.7;winter
04/01/2023;ENALAPRIL /HCTZ GT;47.6;pharma_1;Casablanca;14.7;winter
04/01/2023;IRINOCYT 40 MG/2ML;533.0;pharma_15;Rabat;14.7;winter
04/01/2023;AXIMYCINE;15.1;pharma_9;Fes;14.7;winter
04/01/2023;TARMED;107.8;pharma_17;Fes;14.7;winter
05/01/2023;RINOCLENIL 50 MCG;71.2;pharma_1;Casablanca;13.2;winter
05/01/2023;AXIMYCINE;68.6;pharma_15;Rabat;13.2;winter
05/01/2023;REMOX;38.75;pharma_10;Marrakech;13.2;winter
05/01/2023;SEROPLEX;240.0;pharma_5;Tanger;13.2;winter
05/01/2023;VASURIX 20 MG;49.5;pharma_5;Tanger;13.2;winter
05/01/2023;PENITARD;8.8;pharma_20;Casablanca;13.2;winter
05/01/2023;LAMISIL;288.0;pharma_12;Fes;13.2;winter
05/01/2023;FERO-GRAD FOLIC;55.4;pharma_5;Tanger;13.2;winter
05/01/2023;HEXAPNEUMINE NR;16.55;pharma_15;Rabat;13.2;winter
05/01/2023;GELUPRANE;16.6;pharma_19;Fes;13.2;winter
05/01/2023;HISTANORM;48.0;pharma_11;Marrakech;13.2;winter
05/01/2023;DIPRO OLEOSUM;27.0;pharma_5;Tanger;13.2;winter
05/01/2023;HEXABRIX;247.4;pharma_20;Casablanca;13.2;winter
05/01/2023;ONSET;90.5;pharma_4;Casablanca;13.2;winter
05/01/2023;CHONDROSULF 400 MG;287.2;pharma_15;Rabat;13.2;winter
05/01/2023;ZADITEN;158.9;pharma_8;Tanger;13.2;winter
05/01/2023;BIODROXIL;45.9;pharma_7;Marrakech;13.2;winter
05/01/2023;BOURGET INOSITOL;23.2;pharma_15;Rabat;13.2;winter
05/01/2023;IMOVANE;42.9;pharma_3;Marrakech;13.2;winter
05/01/2023;ANAFRANIL;47.9;pharma_3;Marrakech;13.2;winter
05/01/2023;ORAPRED;65.0;pharma_10;Marrakech;13.2;winter
05/01/2023;BIODROXIL;153.0;pharma_19;Fes;13.2;winter
05/01/2023;PIMLO 10 MG;59.1;pharma_17;Fes;13.2;winter
05/01/2023;KALEST;42.0;pharma_19;Fes;13.2;winter
05/01/2023;NIMBEX;167.8;pharma_7;Marrakech;13.2;winter
05/01/2023;AUGMENTIN;222.0;pharma_10;Marrakech;13.2;winter
05/01/2023;ICANAL;109.0;pharma_20;Casablanca;13.2;winter
05/01/2023;HISTAZINE;9.7;pharma_7;Marrakech;13.2;winter
05/01/2023;BIOTIC PLUS;83.6;pharma_4;Casablanca;13.2;winter
05/01/2023;PANADOL;10.8;pharma_11;Marrakech;13.2;winter
05/01/2023;TRIATEC;103.0;pharma_4;Casablanca;13.2;winter
05/01/2023;RAMIPRIL/HCTZ GT;289.0;pharma_7;Marrakech;13.2;winter
05/01/2023;PRAVASTATINE GT 40 MG;315.0;pharma_13;Fes;13.2;winter
05/01/2023;AMLODIPINE GT;56.7;pharma_17;Fes;13.2;winter
05/01/2023;CUTIVATE;24.5;pharma_16;Marrakech;13.2;winter
05/01/2023;PERNABOL;13.55;pharma_20;Casablanca;13.2;winter
05/01/2023;CARTEOL;54.2;pharma_5;Tanger;13.2;winter
05/01/2023;MICROPAQUE;26.7;pharma_20;Casablanca;13.2;winter
05/01/2023;PARANTAL;15.8;pharma_19;Fes;13.2;winter
05/01/2023;NOCOL;198.0;pharma_1;Casablanca;13.2;winter
05/01/2023;CHLORURE DE SODIUM LAPROPHAN;107.7;pharma_13;Fes;13.2;winter
05/01/2023;WELLBUTRIN XR 150 MG;78.5;pharma_4;Casablanca;13.2;winter
05/01/2023;AMOXIL;25.4;pharma_8;Tanger;13.2;winter
05/01/2023;ZITHROMAX;72.4;pharma_1;Casablanca;13.2;winter
05/01/2023;INSULINE INSULATARD HM PENFILL;350.0;pharma_9;Fes;13.2;winter
05/01/2023;NEOCLAV;88.0;pharma_10;Marrakech;13.2;winter
05/01/2023;SAVARINE;167.7;pharma_13;Fes;13.2;winter
05/01/2023;BIOTONE;74.9;pharma_5;Tanger;13.2;winter
05/01/2023;TOBREX;26.4;pharma_15;Rabat;13.2;winter
05/01/2023;NEOMOX;37.7;pharma_15;Rabat;13.2;winter
06/01/2023;THIOBACTIN;46.9;pharma_18;Casablanca;5.0;winter
06/01/2023;ADALATE;103.9;pharma_11;Marrakech;5.0;winter
06/01/2023;CURAM;88.0;pharma_10;Marrakech;5.0;winter
06/01/2023;INSULET NPH;85.0;pharma_10;Marrakech;5.0;winter
06/01/2023;ZYRDOL 500 MG/100ML;45.0;pharma_3;Marrakech;5.0;winter
06/01/2023;TRIACEPHINE PHARMA5;75.0;pharma_6;Marrakech;5.0;winter
06/01/2023;BETASERC 24 MG;78.0;pharma_2;Rabat;5.0;winter
06/01/2023;NEOCIP;110.0;pharma_15;Rabat;5.0;winter
06/01/2023;CATEX;150.0;pharma_12;Fes;5.0;winter
06/01/2023;METFORMINE WIN 850 MG;17.1;pharma_10;Marrakech;5.0;winter
06/01/2023;NAPROSYNE;45.6;pharma_8;Tanger;5.0;winter
06/01/2023;AMOXICILLINE/ACIDE CLAVULANIQUE MYLAN;378.0;pharma_10;Marrakech;5.0;winter
06/01/2023;PERNABOL;43.6;pharma_14;Tanger;5.0;winter
06/01/2023;ARCOXIA;136.0;pharma_18;Casablanca;5.0;winter
06/01/2023;ACNO 20 MG;202.0;pharma_3;Marrakech;5.0;winter
06/01/2023;LUDIOMIL;51.3;pharma_11;Marrakech;5.0;winter
06/01/2023;GRACIAL;61.2;pharma_14;Tanger;5.0;winter
06/01/2023;PRIMPERAN;38.2;pharma_2;Rabat;5.0;winter
06/01/2023;ALIMTA;11999.0;pharma_19;Fes;5.0;winter
06/01/2023;NOVALGINE;30.0;pharma_14;Tanger;5.0;winter
06/01/2023;DOMPELIUM 1 MG / ML;24.5;pharma_3;Marrakech;5.0;winter
06/01/2023;AULCER 20 MG;115.0;pharma_8;Tanger;5.0;winter
06/01/2023;ARGININE VEYRON;33.9;pharma_8;Tanger;5.0;winter
06/01/2023;DICLO PHARMA 5 RETARD;61.8;pharma_18;Casablanca;5.0;winter
06/01/2023;CEFTRIAXONE MYLAN 1G/10ML;114.3;pharma_16;Marrakech;5.0;winter
06/01/2023;MYNAZOL;38.0;pharma_11;Marrakech;5.0;winter
06/01/2023;LIFONGID;249.0;pharma_1;Casablanca;5.0;winter
06/01/2023;CO-OLMETEC;252.0;pharma_5;Tanger;5.0;winter
06/01/2023;TIM-87 0,25 %;42.3;pharma_12;Fes;5.0;winter
06/01/2023;DIVIDO;52.2;pharma_16;Marrakech;5.0;winter
06/01/2023;ROVAMYCINE;132.6;pharma_6;Marrakech;5.0;winter
06/01/2023;RANITIL;163.2;pharma_7;Marrakech;5.0;winter
06/01/2023;NO-DEP;126.8;pharma_9;Fes;5.0;winter
06/01/2023;ALKERAN;100.4;pharma_4;Casablanca;5.0;winter
06/01/2023;FLOXEDOL;40.0;pharma_4;Casablanca;5.0;winter
06/01/2023;ULTIVA 1 MG;0.0;pharma_2;Rabat;5.0;winter
06/01/2023;XENID;13.4;pharma_10;Marrakech;5.0;winter
06/01/2023;TRIMEDAT;30.8;pharma_20;Casablanca;5.0;winter
06/01/2023;GLUCOSE 5% LAPROPHAN;232.9;pharma_14;Tanger;5.0;winter
06/01/2023;BECIDOUZE;35.1;pharma_6;Marrakech;5.0;winter
06/01/2023;ZIFAR;15.0;pharma_13;Fes;5.0;winter
06/01/2023;CATEX;288.0;pharma_10;Marrakech;5.0;winter
06/01/2023;COLCHICINE;13.4;pharma_8;Tanger;5.0;winter
06/01/2023;GENTOSYL;28.9;pharma_5;Tanger;5.0;winter
06/01/2023;ARES;72.2;pharma_15;Rabat;5.0;winter
06/01/2023;FELDENE FAST;78.9;pharma_10;Marrakech;5.0;winter
06/01/2023;SEROHALE 125 µG;142.0;pharma_14;Tanger;5.0;winter
06/01/2023;MIVACRON;0.0;pharma_5;Tanger;5.0;winter
06/01/2023;HUMIRA 40MG;0.0;pharma_11;Marrakech;5.0;winter
06/01/2023;D-RUBICIN-10;95.3;pharma_9;Fes;5.0;winter
07/01/2023;VOMISTOP 0.1 %;11.0;pharma_13;Fes;5.8;winter
07/01/2023;TOTAPEN;51.8;pharma_11;Marrakech;5.8;winter
07/01/2023;NO-SPA;45.0;pharma_5;Tanger;5.8;winter
07/01/2023;MITOXANTRONE EBEWE;2099.0;pharma_2;Rabat;5.8;winter
07/01/2023;HEXABRIX;247.4;pharma_13;Fes;5.8;winter
07/01/2023;MOPRAL;134.5;pharma_14;Tanger;5.8;winter
07/01/2023;SILDENAFIL WIN 50 MG;88.5;pharma_17;Fes;5.8;winter
07/01/2023;LACIPIL;148.0;pharma_14;Tanger;5.8;winter
07/01/2023;OKA-TAMOX;80.0;pharma_3;Marrakech;5.8;winter
07/01/2023;ACIDE SLF208;144.0;pharma_11;Marrakech;5.8;winter
07/01/2023;LEVAMOX 500 MG/62.5 MG;175.5;pharma_15;Rabat;5.8;winter
07/01/2023;FLAGENTYL;61.8;pharma_9;Fes;5.8;winter
07/01/2023;FORMOTEROL SMB 12 µG;215.0;pharma_8;Tanger;5.8;winter
07/01/2023;MOVICOL;73.2;pharma_11;Marrakech;5.8;winter
07/01/2023;CALCIFIX VIT D3;42.2;pharma_20;Casablanca;5.8;winter
07/01/2023;SOLIAN;339.0;pharma_11;Marrakech;5.8;winter
07/01/2023;VALEX 500 MG;83.6;pharma_11;Marrakech;5.8;winter
07/01/2023;BISEDAL;25.0;pharma_7;Marrakech;5.8;winter
07/01/2023;ARAVA;365.0;pharma_14;Tanger;5.8;winter
07/01/2023;COCCULINE;40.0;pharma_17;Fes;5.8;winter
07/01/2023;AZIBAC;60.0;pharma_12;Fes;5.8;winter
07/01/2023;CATEX;288.0;pharma_20;Casablanca;5.8;winter
07/01/2023;CRISTAL ENF;9.0;pharma_17;Fes;5.8;winter
07/01/2023;FORTUM;114.8;pharma_12;Fes;5.8;winter
07/01/2023;TENORMINE;75.3;pharma_3;Marrakech;5.8;winter
07/01/2023;TRANSILAC;71.4;pharma_3;Marrakech;5.8;winter
07/01/2023;FENOGAL;110.0;pharma_15;Rabat;5.8;winter
07/01/2023;ODRIK;215.8;pharma_6;Marrakech;5.8;winter
07/01/2023;ANEXATE 0.5 MG / 5 ML;1079.0;pharma_5;Tanger;5.8;winter
07/01/2023;GYNODAKTARIN;54.7;pharma_20;Casablanca;5.8;winter
07/01/2023;BELMAZOL 20MG;22.5;pharma_9;Fes;5.8;winter
07/01/2023;DENORAL ENFANT;14.3;pharma_12;Fes;5.8;winter
07/01/2023;SERTRALINE GT 100 MG;181.4;pharma_19;Fes;5.8;winter
07/01/2023;DOCETAXEL HOSPIRA 10 MG/ML;804.0;pharma_19;Fes;5.8;winter
07/01/2023;AGLIM 4 MG;62.9;pharma_3;Marrakech;5.8;winter
07/01/2023;SURMONTIL;49.5;pharma_12;Fes;5.8;winter
07/01/2023;MIVACRON;0.0;pharma_5;Tanger;5.8;winter
07/01/2023;POLYDEXA;17.2;pharma_14;Tanger;5.8;winter
07/01/2023;NOVEX;170.0;pharma_14;Tanger;5.8;winter
07/01/2023;FUNGIZONE;52.5;pharma_3;Marrakech;5.8;winter
07/01/2023;MYRIN 100;0.0;pharma_18;Casablanca;5.8;winter
07/01/2023;DELTAZINE 4% SANS VASOCONSTRICTEUR;205.0;pharma_9;Fes;5.8;winter
07/01/2023;KIDROLASE;4428.0;pharma_5;Tanger;5.8;winter
07/01/2023;RANITIL;163.2;pharma_11;Marrakech;5.8;winter
07/01/2023;SPASFON 40 MG;33.0;pharma_4;Casablanca;5.8;winter
07/01/2023;AMLOR;136.6;pharma_4;Casablanca;5.8;winter
07/01/2023;GLYAZID;29.7;pharma_2;Rabat;5.8;winter
07/01/2023;RHINATHIOL ADULTES EXPECTORANT;30.0;pharma_9;Fes;5.8;winter
07/01/2023;AMLODIPINE WIN;19.0;pharma_18;Casablanca;5.8;winter
07/01/2023;LEVITRA;64.0;pharma_9;Fes;5.8;winter
08/01/2023;CERVARIX;413.8;pharma_10;Marrakech;12.2;winter
08/01/2023;TRIMAREL;71.3;pharma_8;Tanger;12.2;winter
08/01/2023;GASTROP;35.7;pharma_18;Casablanca;12.2;winter
08/01/2023;PERVITAL;24.75;pharma_16;Marrakech;12.2;winter
